Weather_Normal,Weather_Rain,Weather_Cloudy,Weather_Windy,Weather_Other,Weather_Unknown,Light_Daylight,Light_Darkness_lit,Light_Darkness_no_light,Road_Dry,Road_Wet,Road_Snow,Junction_Y ,Junction_No,Junction_Crossing,Junction_Other,Junction_Unknown,Lane_Broken,Lane_Solid,Lane_Undivided,Lane_One_way,Lane_Divided,Age_band_of_driver,Vehicle_Car ,Vehicle_Pickup,Vehicle_Truck,Vehicle_Bus,Vehicle_Two_Wheeler,Vehicle_Other,Service_year,Number_of_vehicles_involved,Cause_Careless,Cause_Lane,Cause_Speeding,Cause_Priority,Cause_Maneuver,Cause_Other,Accident_severity
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,-1,2,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,5,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,4,3,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,-1,3,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,-1,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,-1,2,0,0,0,1,0,0,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,-1,2,1,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,5,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,1,0,2
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,4,2,0,0,0,1,0,0,1
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,5,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,5,3,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,3,4,0,0,0,1,0,0,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,-1,2,1,0,0,0,0,0,2
0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,-1,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,4,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,5,4,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,5,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,-1,4,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,2,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,5,3,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,-1,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,0,0,-1,2,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,4,2,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,4,3,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,5,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,-1,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,-1,2,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,3,2,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,0,0,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1,2,0,1,0,0,0,0,2
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,-1,2,0,0,0,0,1,0,1
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,5,2,0,0,0,0,0,1,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,-1,1,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,5,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,-1,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,-1,2,1,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,-1,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,-1,2,0,0,0,0,0,1,1
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,2,0,0,0,0,0,1,0
0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,4,3,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,5,4,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,-1,2,1,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,-1,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,-1,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,-1,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,-1,2,0,1,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,-1,2,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1,2,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,-1,3,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,-1,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,0,0,3,2,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,2,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,3,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,4,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,5,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,4,2,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5,2,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,-1,2,1,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,-1,4,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,-1,2,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,4,1,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,5,1,0,1,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,-1,2,0,0,0,1,0,0,2
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,3,2,0,0,0,0,1,0,1
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,-1,2,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,5,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,4,2,1,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,-1,1,0,1,0,0,0,0,1
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-1,2,0,1,0,0,0,0,0
0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,5,2,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,4,2,1,0,0,0,0,0,2
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,-1,2,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,0,4,2,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,-1,2,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,3,2,0,1,0,0,0,0,1
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,-1,2,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,-1,2,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,-1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,-1,3,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,5,1,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,-1,2,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0
